,file,genotype,channel,params,slope,threshold,y_min,y_max,asymptote,RMSE,R2,log_like,Subject
37,F:\Fmr1 SD Tanks\WT\BA190305F\Block-2,WT,3,"[1.09771942e+01 1.98548655e+02 1.47681478e+01 2.91216393e+04
 6.84095344e+00 6.00405351e+01]",0.26410383121837117,41.73913043478261,11.021148001720508,30.541865961339248,86.08695652173913,20.278630994493096,-0.4057713818377642,,11
38,F:\Fmr1 SD Tanks\WT\BA190305F\Block-2,WT,4,"[  4.03391203  88.62648681  23.56521322 120.34645033  33.79278964
  40.41709394]",0.5092276815642768,11.73913043478261,14.441656031981898,67.57845758651511,74.34782608695652,59.57774797524229,-0.5230350778585551,,11
39,F:\Fmr1 SD Tanks\WT\BA190305F\Block-2,WT,5,"[2.23105829e+01 2.52062398e+02 2.56428284e+01 3.69317419e+04
 4.25175289e+01 4.19555164e+01]",0.5253545964013224,13.043478260869566,35.44700036476818,95.97698647187708,82.17391304347827,67.04409100859236,-0.4550513353883401,,11
40,F:\Fmr1 SD Tanks\WT\BA190305F\Block-2,WT,6,[21.11243374 98.24509887 11.96932243 82.29956082  3.81088175 45.74052701],0.2765276648891698,41.73913043478261,21.131668929791797,41.57067024768695,86.08695652173913,15.186556734963668,-0.43396735493809246,,11
41,F:\Fmr1 SD Tanks\WT\BA190305F\Block-2,WT,7,[11.89445511 70.11648669 16.8631946  54.69785824 18.77339033 43.88215018],0.38600087087684326,18.26086956521739,13.189033685041819,45.07606214878104,67.82608695652173,35.74265263671954,-0.6446107587591936,,11
42,F:\Fmr1 SD Tanks\WT\BA190305F\Block-2,WT,8,[ 5.52512661 57.28200195 10.82618213 23.43131612 -8.35270716 64.22521202],0.5836351839297041,63.91304347826087,5.614857373486617,22.108895180195656,80.86956521739131,11.722600305660634,-0.7012292489084744,,11
43,F:\Fmr1 SD Tanks\WT\BA190305F\Block-2,WT,9,[ 6.65556775 55.34537171 13.85457131 27.62614169 -8.49121639 63.00773131],0.5097404934712659,60.0,7.0344291087493,24.76453322948899,80.86956521739131,11.73659293424261,-0.7582134782135834,,11
44,F:\Fmr1 SD Tanks\WT\BA190305F\Block-2,WT,10,"[-501.20856833 -246.24457172   82.57640357   70.47724793  -44.24332882
   41.72069774]",0.25825082804216154,33.91304347826087,3.9544602652327683,23.603979790179842,79.56521739130434,14.361537632165101,-0.823996890021883,,11
45,F:\Fmr1 SD Tanks\WT\BA190305F\Block-2,WT,11,[13.79033604 85.49846453 14.07534767 48.63852676  4.293583   33.50103375],0.20757976038717085,26.086956521739133,14.123090085104177,33.97854542648574,83.47826086956522,16.448001193163893,-0.39163627836703974,,11
46,F:\Fmr1 SD Tanks\WT\BA190305F\Block-2,WT,12,"[ 18.86553565 130.62690497  24.95177316 395.32523336  39.97063749
  41.78780977]",0.4870844097690973,11.73913043478261,30.693082422702144,86.81367746131554,80.86956521739131,65.73065700275531,-0.4590642108327443,,11
47,F:\Fmr1 SD Tanks\WT\BA190305F\Block-2,WT,13,[ 2.36071078 64.63824257 20.58464528 64.44838699 21.6743591  39.03331522],0.5483214452635209,13.043478260869566,8.526703953785903,51.438817061365796,60.0,49.83964388179936,-0.5576790129880758,,11
48,F:\Fmr1 SD Tanks\WT\BA190305F\Block-2,WT,14,"[3.39794796e+01 2.30006733e+02 1.68483641e+01 1.51073501e+05
 1.37998677e+01 4.97866260e+01]",0.4023025311608601,30.0,34.33271651549994,71.9392574718412,86.08695652173913,40.39304136144472,-0.4024943308010447,,11
49,F:\Fmr1 SD Tanks\WT\BA190305F\Block-2,WT,15,"[5.63941631e+01 2.47192502e+02 2.20367789e+01 9.27281940e+04
 4.17997475e+01 4.37147143e+01]",0.6318349285562869,15.652173913043478,63.483135266115205,134.90795327682588,83.47826086956522,70.31942336735011,-0.5101473994425356,,11
50,F:\Fmr1 SD Tanks\WT\BA190305F\Block-2,WT,16,"[5.95300744e+01 2.51799248e+02 2.24474050e+01 9.63626892e+04
 3.71297480e+01 4.37570970e+01]",0.6212540542760003,16.956521739130434,66.3782448296318,135.25641171675358,83.47826086956522,67.69349065330708,-0.5029410162728296,,11
51,F:\Fmr1 SD Tanks\WT\BA190305G\Block-2,WT,3,[31.60359281 51.55305181  7.88394317 56.89278355 19.48445954 28.38842899],0.9595431596642731,15.652173913043478,31.669907271554283,56.70146795844836,31.304347826086957,28.995726652460363,-0.43840177320970186,,11
52,F:\Fmr1 SD Tanks\WT\BA190305G\Block-2,WT,6,[23.05237544 61.61331516  3.89432574 34.76695182 11.43573054 24.16121474],0.6731284057148281,56.08695652173913,23.052377067311042,34.758958036264566,66.52173913043478,14.023296133864244,-0.29269179028570447,,11
53,F:\Fmr1 SD Tanks\WT\BA190305G\Block-2,WT,7,[ 1.21370579 18.58327794 11.9806342   7.55905198  6.5522435  78.88862641],0.14999001787330174,20.869565217391305,2.323672142017502,14.062021366884592,67.82608695652173,11.985402631594654,-0.5749140671296387,,11
54,F:\Fmr1 SD Tanks\WT\BA190305G\Block-2,WT,8,[ 2.25976713 48.22499635  6.6188817   4.3317603  -2.29931322 63.64449619],0.030813561609359438,27.391304347826086,1.8486944146383646,4.327176544086841,75.65217391304348,2.103979322571345,-0.42916885158074103,,11
55,F:\Fmr1 SD Tanks\WT\BA190305G\Block-2,WT,9,[ 4.52380965 70.50442339  0.5399073   6.38095243  0.75222247 30.45927277],0.027557602655110206,31.304347826086957,4.523809646769997,6.380952434396988,71.73913043478261,2.533033353420392,-0.1952225076316676,,11
56,F:\Fmr1 SD Tanks\WT\BA190305G\Block-2,WT,10,"[  5.6022121    2.6520434  -11.77205767   1.79195857   4.70855805
  84.19586091]",0.0746731149972778,19.565217391304348,3.4833921132682364,10.301372178237077,74.34782608695652,4.704264747310539,-0.5735956221000806,,11
57,F:\Fmr1 SD Tanks\WT\BA190305G\Block-2,WT,11,"[ 26.42516223  25.0433104    8.09585451  49.68904851 -16.14491587
  49.03227003]",0.28426694098430766,15.652173913043478,27.43440531473224,49.68138330480849,62.608695652173914,23.87797327578661,-0.45910056591787707,,11
58,F:\Fmr1 SD Tanks\WT\BA190305H\Block-2,WT,1,"[  40.28427376  216.85700906   35.33222152 -470.71080991  126.51498502
   95.0302583 ]",1.7943894289649955,32.608695652173914,42.581406220227564,151.8051105920099,69.1304347826087,62.66683574736497,-0.8584348699717312,,11
59,F:\Fmr1 SD Tanks\WT\BA190305H\Block-2,WT,2,"[ 22.72339663  47.46843131  12.61819793 126.09516718 -21.0842712
  54.59227898]",1.655659588503494,35.21739130434783,25.06932592104286,122.24934524624793,70.43478260869566,57.53268890502211,-0.8988220825919488,,11
60,F:\Fmr1 SD Tanks\WT\BA190305H\Block-2,WT,3,"[ 36.53350915  48.56648177   8.95501825 135.72209476 -20.86181426
  58.91662547]",1.7984377258764264,36.52173913043478,36.96922662658754,134.71040738074117,69.1304347826087,58.00492006316409,-0.8539538511449334,,11
61,F:\Fmr1 SD Tanks\WT\BA190305H\Block-2,WT,4,"[  4.2357248   52.39451383  12.31886738  49.94087015 -17.58230449
  60.82091002]",1.0153772113969683,53.47826086956522,4.876395354832466,46.815888869055065,78.26086956521739,25.28195002200669,-0.8938458078411902,,11
62,F:\Fmr1 SD Tanks\WT\BA190305H\Block-2,WT,5,[14.18658458 40.92375505 17.81060659 49.9202768  59.14346878 85.43495744],1.7790308067622018,41.73913043478261,17.45009975807117,106.40164009618127,71.73913043478261,56.586314580252086,-0.9838510547943682,,11
63,F:\Fmr1 SD Tanks\WT\BA190305H\Block-2,WT,6,"[ 52.57174624  46.95426276   7.45045993 166.03183179 -30.26072881
  58.76966626]",2.163873373524893,36.52173913043478,52.779256178736,165.67699740612173,67.82608695652173,66.8089179505777,-0.7365795878212642,,11
64,F:\Fmr1 SD Tanks\WT\BA190305H\Block-2,WT,8,[ 8.01718372 80.0152371   8.19393121 25.99577379  0.8538567  41.4090046 ],0.4909618405976909,66.52173913043478,8.018218355292612,21.89322689392301,83.47826086956522,7.853892668710789,-0.5978713157016735,,11
65,F:\Fmr1 SD Tanks\WT\BA190305H\Block-2,WT,10,"[ 12.90994753  34.76659876  16.45556655  35.36672791 -11.81043677
  53.3859938 ]",0.4964125834982987,56.08695652173913,15.271006386865096,33.61668882049787,78.26086956521739,9.845685235276925,-0.5551043489902481,,11
66,F:\Fmr1 SD Tanks\WT\BA190305H\Block-2,WT,11,"[ 42.72633036  56.01650123  10.00203578 158.95240202   9.20653964
  37.01988469]",2.147169660646042,36.52173913043478,43.16407568723217,155.19031885137346,67.82608695652173,64.99254373815656,-0.7947367599319668,,11
67,F:\Fmr1 SD Tanks\WT\BA190305H\Block-2,WT,12,"[  5.89787881  58.30116703  14.11734142  76.09968962 -10.73778365
  58.91157429]",1.1772185989641704,45.65217391304348,7.007546236431379,68.42764705195331,76.95652173913044,37.79006527933386,-0.9330892763770571,,11
68,F:\Fmr1 SD Tanks\WT\BA190305H\Block-2,WT,13,[ 4.23641542 53.96714177 14.2983393  33.25220835 -9.65435769 58.4053376 ],0.6482449719077766,54.78260869565217,4.885135417483289,30.251243013874557,78.26086956521739,15.016551938424861,-0.8242875402607257,,11
69,F:\Fmr1 SD Tanks\WT\BA190305H\Block-2,WT,14,"[ 42.36478161  56.87607605  18.86930826 163.83059651  16.19223535
  75.86161127]",1.87590230665689,32.608695652173914,48.052927793559896,158.16023709733386,67.82608695652173,62.7959741185995,-0.8427242068875633,,11
70,F:\Fmr1 SD Tanks\WT\BA190305H\Block-2,WT,15,"[ 19.41923806  47.60297779  11.93049086 121.16237743 -22.70111098
  55.65844901]",1.6475549306214912,35.21739130434783,21.26679389925774,117.97110504443222,70.43478260869566,58.63471910288644,-0.9366947088186808,,11
71,F:\Fmr1 SD Tanks\WT\BA190305H\Block-2,WT,16,"[ 32.18673273  54.85664505  17.86574657 145.46271065  22.01530325
  83.6118169 ]",1.8893764009070069,33.91304347826087,37.20988252092289,152.215402576132,70.43478260869566,66.90923613287869,-0.8592379041314488,,11
72,F:\Fmr1 SD Tanks\WT\BA190313A\Block-3,WT,2,"[ 43.14260707  51.28174858   8.32345689 123.79844312 -34.42360436
  60.99351509]",1.4654502293377785,40.434782608695656,43.31242501022221,122.95645921336234,73.04347826086956,43.25803672498657,-0.5428764053711179,,14
73,F:\Fmr1 SD Tanks\WT\BA190313A\Block-3,WT,4,"[ 28.09061132  60.90880473  11.13605954  75.72450673 -17.86688927
  63.1429407 ]",1.6561256808492788,63.91304347826087,28.290462837054204,71.49374146790495,79.56521739130434,24.367691382671854,-0.5915746543426765,,14
74,F:\Fmr1 SD Tanks\WT\BA190313A\Block-3,WT,5,"[ 44.29332803  62.07152204   9.67226432 114.84855203 -17.88607139
  65.25975186]",1.78690246252952,56.08695652173913,44.40834087265261,110.44604057483053,78.26086956521739,37.29921678521976,-0.6081382858227768,,14
75,F:\Fmr1 SD Tanks\WT\BA190313A\Block-3,WT,8,[ 9.84940327 61.50423701 10.91313724 38.4453408  -9.93600221 65.72711088],0.788136892127951,61.30434782608696,9.951065834207999,35.65118188185858,80.86956521739131,14.035323303078693,-0.6957935486882116,,14
76,F:\Fmr1 SD Tanks\WT\BA190313A\Block-3,WT,9,"[  8.4856311   61.13334635   8.87329172  32.05844577 -11.42278894
  66.74134147]",1.025968730929853,67.82608695652173,8.509611606444466,30.81327967013694,80.86956521739131,12.459665347704245,-0.7200868585907725,,14
77,F:\Fmr1 SD Tanks\WT\BA190313A\Block-3,WT,10,[14.45072405 97.35728704 14.77512278 92.60092472  1.16092398 48.62073322],0.6451616996179926,57.391304347826086,14.5632047209841,44.016238833979415,84.78260869565217,15.371976981435099,-0.6322979969583231,,14
78,F:\Fmr1 SD Tanks\WT\BA190313A\Block-3,WT,15,"[ 51.32782682  51.03170349   8.86337997 133.12394557 -34.65543515
  60.13866368]",1.4798064207142039,40.434782608695656,51.58538401267055,132.00964600800768,73.04347826086956,44.969464623637315,-0.5640791376750958,,14
79,F:\Fmr1 SD Tanks\WT\BA190313A\Block-3,WT,16,"[ 56.65474166  51.6837103    9.88689369 159.71484284 -33.9225982
  60.93888284]",1.7685978439539538,40.434782608695656,57.20490616803556,157.16913213065033,74.34782608695652,51.51486172171769,-0.5240523361261076,,14
80,F:\Fmr1 SD Tanks\WT\BA190313E\Block-3,WT,3,"[ 20.96244272  40.10287171  14.0060958   65.37867628 -17.20288911
  61.2256086 ]",0.42395315695566876,23.47826086956522,23.35973243953006,62.068498944178074,78.26086956521739,28.351370551642276,-0.5396173461091427,,14
81,F:\Fmr1 SD Tanks\WT\BA190313E\Block-3,WT,6,"[  9.17402262  44.79799767  12.22102986  39.44341674 -15.69649384
  61.60520584]",0.33564572925415814,30.0,9.929171772875323,37.65642766778404,79.56521739130434,19.1834330508909,-0.5987348189025461,,14
82,F:\Fmr1 SD Tanks\WT\BA190313E\Block-3,WT,7,[25.97085315 34.43958043 12.04957681 36.01565245 -5.45964946 60.3319382 ],0.0955274194742475,20.869565217391305,26.515876448015277,35.65328178903025,78.26086956521739,10.392710194079736,-0.23205566382607,,14
83,F:\Fmr1 SD Tanks\WT\BA190313E\Block-3,WT,8,[16.11755129 80.8221694   3.95668528 31.15545989  6.09014509 45.93119582],0.24223945985009188,50.869565217391305,16.117551309576005,29.809346866320325,84.78260869565217,7.8939107259067685,-0.4052041662538246,,14
84,F:\Fmr1 SD Tanks\WT\BA190313E\Block-3,WT,9,"[ 41.68979848  49.25414995 -11.11010894  21.49508366 -12.77769652
  66.93178952]",0.5167701389625692,61.30434782608696,21.732092288048257,39.70670581718109,82.17391304347827,10.454347111148325,-0.4897726976205341,,14
85,F:\Fmr1 SD Tanks\WT\BA190313E\Block-3,WT,11,"[ 28.92308779  39.64460341  13.41988845  71.59342225 -21.23979722
  59.36900061]",0.42644892947237684,24.782608695652176,31.035776933949816,69.0453554304008,78.26086956521739,27.850051621257148,-0.513355505169109,,14
86,F:\Fmr1 SD Tanks\WT\BA190313E\Block-3,WT,13,[13.37621048 33.42703076 11.03914583 27.35869528 -9.41123976 59.25890378],0.40048577896368415,57.391304347826086,14.021844446864279,27.08116332611485,76.95652173913044,13.024774086312126,-0.3036870053191645,,14
87,F:\Fmr1 SD Tanks\WT\BA190313E\Block-3,WT,14,"[ 46.1820392   35.01350441  12.40014587  96.58243293 -22.62513275
  57.14909859]",0.5195493557131798,20.869565217391305,49.0069423651645,95.31460233090445,74.34782608695652,37.8562969199681,-0.47891070570545846,,14
88,F:\Fmr1 SD Tanks\WT\BA190313E\Block-3,WT,15,"[ 38.72077945  24.64892038  11.19183364  67.85361381 -10.20527486
  50.01749683]",0.3163314028968655,14.347826086956522,41.62004553004434,67.7517701171767,63.91304347826087,26.90543139841497,-0.3757951710346581,,14
89,F:\Fmr1 SD Tanks\WT\BA190313E\Block-3,WT,16,"[-192.40352879   -2.92356301  261.34184199 -770.30324884  705.82817505
  164.89965627]",0.6189340424794539,11.73913043478261,95.4551060719885,145.2389312279446,60.0,44.39888716708205,-0.36226728405274167,,14
90,F:\Fmr1 SD Tanks\WT\BA190313G\Block-4,WT,2,"[ 1212.74498596 -1349.53765764   120.74207108   731.66760801
  -683.44973629    13.54635668]",2.1963674793707795,46.95652173913044,48.2298412562692,172.372350959835,80.86956521739131,49.6833620459215,-0.03660332414734402,,14
91,F:\Fmr1 SD Tanks\WT\BA190313G\Block-4,WT,4,"[-4.58734376e-02  2.93413139e+02  1.30835763e+02  4.90866370e+03
 -8.02297750e+02  1.42832859e+02]",1.9351034330016805,54.78260869565217,24.030455205531553,116.57888026213368,83.47826086956522,39.46133825587426,-0.30096287342703154,,14
94,F:\Fmr1 SD Tanks\WT\BA190313G\Block-4,WT,8,"[ 11.50549835  66.36426426   6.01242086  34.82227404 -11.57041938
  68.61783003]",1.5013714218772052,70.43478260869566,11.505873301024879,34.35282972089537,79.56521739130434,13.215528114675745,-0.7233657460535527,,14
95,F:\Fmr1 SD Tanks\WT\BA190313G\Block-4,WT,9,[ 8.28285731 75.28314273  6.69535706 30.86339583 -3.0436712  69.68276674],1.0372201536698242,70.43478260869566,8.283152758133616,28.576590547325832,82.17391304347827,11.533640466818605,-0.6993231069807604,,14
96,F:\Fmr1 SD Tanks\WT\BA190313G\Block-4,WT,10,"[ 21.06344142  59.27014443   5.91389512  51.66655999 -20.13081787
  67.11008086]",0.7365323418475891,52.173913043478265,21.064800259531307,51.486788292366505,76.95652173913044,17.276788383148535,-0.674718623867347,,14
97,F:\Fmr1 SD Tanks\WT\BA190313G\Block-4,WT,12,"[ 2.85313031e-01  2.82200720e+02  1.84857427e+02  8.43501633e+03
 -2.25210725e+03  1.71747921e+02]",2.4946185970104624,53.47826086956522,36.413396317729166,161.1443261682523,83.47826086956522,49.86906151460884,-0.1387561924049947,,14
98,F:\Fmr1 SD Tanks\WT\BA190313G\Block-4,WT,13,"[ 129.30566116  228.89462196  135.68222128 2870.57636972 -742.148597
  112.36609168]",1.939530040886207,53.47826086956522,24.746232048624734,121.72273409293507,83.47826086956522,40.76530333456005,-0.2950714473094156,,14
99,F:\Fmr1 SD Tanks\WT\BA190313I\Block-3,WT,1,"[ 40.93015861  13.88336565  30.81422819 169.87624505 -70.43384982
  32.50459773]",1.8559643174449016,43.04347826086956,46.60054796565526,147.4681739137478,75.65217391304348,56.40477828670952,-0.846265637643365,,14
